seq_num	parent_seq_num	max_status	
67455	67395	HR	
67490	67460	TS	
67535	67495	HR	
67565	67540	TS	
67590	67570	HR	
67635	67595	TS	
67655	67640	TS	
67690	67660	HR	
67720	67695	HR	
67770	67725	TS	
67850	67775	HR	
67895	67855	TS	
67920	67900	TS	
68025	67925	HR	
68060	68030	TS	
68110	68065	HR	
68140	68115	TS	
68220	68145	TS	
68290	68225	HR	
68360	68295	HR	
68445	68365	HR	
68500	68450	TS	
68540	68505	HR	
68595	68545	TS	
68615	68600	TS	
68645	68620	TS	
68700	68650	HR	
68760	68705	HR	
68805	68765	TS	
68875	68810	HR	
68895	68880	TS	
68925	68900	TS	
68955	68930	TS	
69030	68960	HR	
69090	69035	TS	
69130	69095	TS	
69180	69135	HR	
69235	69185	HR	
69265	69240	TS	
69310	69270	TS	
69390	69315	HR	
69470	69395	HR	
69510	69475	TS	
69560	69515	TS	
69605	69565	TS	
69695	69610	HR	
69770	69700	HR	
69810	69775	HR	
69870	69815	HR	
69900	69875	TS	
69925	69905	TS	
69995	69930	HR	
70030	70000	HR	
70080	70035	HR	
70105	70085	HR	
70180	70110	HR	
